CrimeType,DateTime,CaseNumber,Description,PoliceBeat,Address,City,State,crime_hour
PETTY THEFT,2026 Jul 01 02:30:00 PM,26-028161,THEFT,23X,3800 WATTLING ST,Oakland,CA,14
PETTY THEFT,2026 Jul 01 03:00:00 PM,26-031075,THEFT,16Y,3700 PARK BOULEVARD WY,Oakland,CA,15
GRAND THEFT,2026 Jul 01 03:40:00 PM,26-028031,VEHICLE THEFT - AUTO,27X,2200 48TH AV,Oakland,CA,15
GRAND THEFT,2026 Jul 01 03:40:00 PM,26-028031,GRAND THEFT,27X,2200 48TH AV,Oakland,CA,15
PETTY THEFT,2026 Jul 01 03:49:00 PM,26-028034,THEFT,"03Y",400 7TH ST,Oakland,CA,15
PETTY THEFT,2026 Jul 01 04:00:00 PM,26-028151,THEFT,35Y,11700 CRANFORD WY,Oakland,CA,16
PETTY THEFT,2026 Jul 01 05:00:00 PM,26-028216,THEFT,"05Y",1400 WOOD ST,Oakland,CA,17
GRAND THEFT,2026 Jul 01 08:00:00 PM,26-032977,GRAND THEFT:FIREARM/ANIMAL/ETC,27X,5000 FAIRFAX AV,Oakland,CA,20
ROBBERY,2026 Jul 01 08:00:00 PM,26-028258,VANDALISM,"03X",100 10TH ST,Oakland,CA,20
ROBBERY,2026 Jul 01 08:00:00 PM,26-028258,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","03X",100 10TH ST,Oakland,CA,20
PETTY THEFT,2026 Jul 02 12:00:00 AM,26-028176,THEFT,77X,,Oakland,CA,0
PETTY THEFT,2026 Jul 02 12:00:00 AM,26-028323,THEFT,"06X",MARTIN LUTHER KING JR WY & 24TH ST,Oakland,CA,0
PETTY THEFT,2026 Jul 02 12:00:00 AM,26-028274,SC THEFT,"06X",800 W MACARTHUR BLVD,Oakland,CA,0
PETTY THEFT,2026 Jul 02 12:00:00 AM,26-028336,THEFT,"03X",1100 WEBSTER ST,Oakland,CA,0
PETTY THEFT,2026 Jul 02 03:00:00 AM,26-028156,THEFT,29X,6800 MOKELUMNE AV,Oakland,CA,3
PETTY THEFT,2026 Jul 02 10:00:00 AM,26-028184,THEFT,"02X",1100 5TH ST,Oakland,CA,10
PETTY THEFT,2026 Jul 02 11:30:00 AM,26-028182,THEFT,35Y,4300 SEQUOYAH RD,Oakland,CA,11
PETTY THEFT,2026 Jul 02 03:14:00 PM,26-028189,THEFT,30Y,8000 HILLSIDE ST,Oakland,CA,15
PETTY THEFT,2026 Jul 02 04:30:00 PM,26-028227,THEFT,23X,4000 SAN LEANDRO ST,Oakland,CA,16
PETTY THEFT,2026 Jul 02 10:30:00 PM,26-028312,THEFT,"07X",1200 30TH ST,Oakland,CA,22
PETTY THEFT,2026 Jul 03 12:00:00 AM,26-028585,THEFT,"04X",20TH ST & CASTRO ST,Oakland,CA,0
PETTY THEFT,2026 Jul 03 12:00:00 AM,26-028424,THEFT,77X,,Oakland,CA,0
PETTY THEFT,2026 Jul 03 08:50:00 AM,26-028717,THEFT,20X,2800 E 17TH ST,Oakland,CA,8
PETTY THEFT,2026 Jul 03 11:19:00 AM,26-028322,THEFT,20X,2400 INTERNATIONAL BLVD,Oakland,CA,11
PETTY THEFT,2026 Jul 03 12:00:00 PM,26-028943,THEFT,"06X",900 39TH ST,Oakland,CA,12
PETTY THEFT,2026 Jul 03 12:00:00 PM,26-029355,THEFT,"09X",100 41ST ST,Oakland,CA,12
PETTY THEFT,2026 Jul 03 12:00:00 PM,26-028516,THEFT,12Y,6200 COLBY ST,Oakland,CA,12
PETTY THEFT,2026 Jul 03 01:42:00 PM,26-028329,THEFT,30X,2600 67TH AV,Oakland,CA,13
PETTY THEFT,2026 Jul 03 03:00:00 PM,26-033917,THEFT,28X,2900 HIGH ST,Oakland,CA,15
PETTY THEFT,2026 Jul 03 05:00:00 PM,26-028676,THEFT,22X,1800 BRENTWOOD RD,Oakland,CA,17
ROBBERY,2026 Jul 04 12:00:00 AM,26-028391,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,INTERNATIONAL BLVD & 30TH AV,Oakland,CA,0
PETTY THEFT,2026 Jul 04 12:00:00 AM,26-028751,THEFT,30Y,3300 PARTRIDGE AV,Oakland,CA,0
PETTY THEFT,2026 Jul 04 12:00:00 AM,26-028892,THEFT,21Y,2200 COOLIDGE AV,Oakland,CA,0
PETTY THEFT,2026 Jul 04 12:00:00 AM,26-028590,THEFT,32Y,2300 100TH AV,Oakland,CA,0
ROBBERY,2026 Jul 04 12:00:00 AM,26-028391,FORCE/ADW-KNIFE:GBI,20X,INTERNATIONAL BLVD & 30TH AV,Oakland,CA,0
ROBBERY,2026 Jul 04 01:00:00 AM,26-028509,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","04X",1900 FRANKLIN ST,Oakland,CA,1
ROBBERY,2026 Jul 04 01:00:00 AM,26-028509,BATTERY,"04X",1900 FRANKLIN ST,Oakland,CA,1
ROBBERY,2026 Jul 04 01:00:00 AM,26-028509,FEL-ILL USE OF TEAR GAS/TEAR GAS WEAPON,"04X",1900 FRANKLIN ST,Oakland,CA,1
GRAND THEFT,2026 Jul 04 01:40:00 AM,26-028657,MALICIOUSLY DESTROY OTHER'S PROPERTY,35Y,"00 EDGEMONT WY",Oakland,CA,1
GRAND THEFT,2026 Jul 04 01:40:00 AM,26-028657,GRAND THEFT,35Y,"00 EDGEMONT WY",Oakland,CA,1
GRAND THEFT,2026 Jul 04 01:40:00 AM,26-028657,POSSESS/ETC BURGLARY TOOLS,35Y,"00 EDGEMONT WY",Oakland,CA,1
GRAND THEFT,2026 Jul 04 02:08:00 AM,26-028409,GRAND THEFT,25X,4800 FAIR AV,Oakland,CA,2
ROBBERY,2026 Jul 04 02:40:00 AM,26-028414,BATTERY,"04X",2200 BROADWAY,Oakland,CA,2
ROBBERY,2026 Jul 04 02:40:00 AM,26-028414,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","04X",2200 BROADWAY,Oakland,CA,2
PETTY THEFT,2026 Jul 04 07:00:00 AM,26-028697,THEFT,21Y,3200 SUTER ST,Oakland,CA,7
GRAND THEFT,2026 Jul 04 02:00:00 PM,26-028953,THEFT,13Z,6900 PASO ROBLES DR,Oakland,CA,14
PETTY THEFT,2026 Jul 04 02:13:00 PM,26-036035,THEFT,21X,"00 PEROLY CT",Oakland,CA,14
PETTY THEFT,2026 Jul 04 06:30:00 PM,26-907913,THEFT,77X,LAKESIDE DR EL EMBARCADERO,Oakland,CA,18
ROBBERY,2026 Jul 04 07:00:00 PM,26-028595,CARJACKING WITH OTHER DANGEROUS WEAPON,23X,42ND AV & BANCROFT AV,Oakland,CA,19
PETTY THEFT,2026 Jul 05 12:00:00 AM,26-028577,THEFT,19X,200 9TH AV,Oakland,CA,0
PETTY THEFT,2026 Jul 05 12:00:00 AM,26-028571,THEFT,23X,1500 41ST AV,Oakland,CA,0
PETTY THEFT,2026 Jul 05 12:15:00 AM,26-028729,THEFT,"08X","00 STANLEY PL",Oakland,CA,0
PETTY THEFT,2026 Jul 05 12:20:00 AM,26-028533,RECEIVE/ETC KNOWN STOLEN PROPERTY,20X,23RD AV & E 15TH ST,Oakland,CA,0
PETTY THEFT,2026 Jul 05 12:20:00 AM,26-028533,CARRY CONCEALED WEAPON ON PERSON,20X,23RD AV & E 15TH ST,Oakland,CA,0
PETTY THEFT,2026 Jul 05 12:20:00 AM,26-028533,CARRY LOADED FIREARM IN PUBLIC UNDER SPEC CIRCUMSTANCES,20X,23RD AV & E 15TH ST,Oakland,CA,0
PETTY THEFT,2026 Jul 05 08:30:00 AM,26-028710,THEFT,17X,1200 E 20TH ST,Oakland,CA,8
GRAND THEFT,2026 Jul 05 09:30:00 AM,26-028653,GRAND THEFT,22Y,2900 JORDAN RD,Oakland,CA,9
ROBBERY,2026 Jul 05 11:30:00 AM,26-028581,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","06X",3800 MARTIN LUTHER KING JR WY,Oakland,CA,11
PETTY THEFT,2026 Jul 05 03:00:00 PM,26-028796,THEFT,"03X",1000 OAK ST,Oakland,CA,15
PETTY THEFT,2026 Jul 05 04:00:00 PM,26-028897,THEFT,19X,1000 5TH AV,Oakland,CA,16
PETTY THEFT,2026 Jul 05 04:18:00 PM,26-908488,THEFT,15X,800 MACARTHUR BLVD,Oakland,CA,16
PETTY THEFT,2026 Jul 05 05:05:00 PM,26-031163,THEFT,30Y,8000 WINTHROPE ST,Oakland,CA,17
ROBBERY,2026 Jul 05 05:10:00 PM,26-028631,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",11X,6400 SHATTUCK AV,Oakland,CA,17
PETTY THEFT,2026 Jul 05 05:30:00 PM,26-028741,THEFT,"03X",100 9TH ST,Oakland,CA,17
PETTY THEFT,2026 Jul 05 08:06:00 PM,26-028636,SHOPLIFT,14X,200 BAY PL,Oakland,CA,20
PETTY THEFT,2026 Jul 06 12:00:00 AM,26-028764,THEFT,77X,FRUITVALE AV,Oakland,CA,0
GRAND THEFT,2026 Jul 06 03:30:00 AM,26-908493,GRAND THEFT,29X,6600 OUTLOOK AV,Oakland,CA,3
PETTY THEFT,2026 Jul 06 06:00:00 AM,26-028686,THEFT,14X,700 GRAND AV,Oakland,CA,6
PETTY THEFT,2026 Jul 06 11:30:00 AM,26-028901,THEFT,"08X",500 33RD ST,Oakland,CA,11
PETTY THEFT,2026 Jul 06 12:10:00 PM,26-028985,THEFT,24X,2300 RANSOM AV,Oakland,CA,12
ROBBERY,2026 Jul 06 12:15:00 PM,26-028736,ATTEMPTED ROBBERY-STRONG-ARM,17X,1900 10TH AV,Oakland,CA,12
PETTY THEFT,2026 Jul 06 12:30:00 PM,26-029203,THEFT,24Y,2400 BARTLETT ST,Oakland,CA,12
PETTY THEFT,2026 Jul 06 06:54:00 PM,26-028805,OBT CREDIT/ETC:OTHER'S ID,21X,2400 E 21ST ST,Oakland,CA,18
PETTY THEFT,2026 Jul 06 07:00:00 PM,26-029082,THEFT,33X,9400 B ST,Oakland,CA,19
PETTY THEFT,2026 Jul 06 07:00:00 PM,26-028956,THEFT,28X,3300 BIRDSALL AV,Oakland,CA,19
PETTY THEFT,2026 Jul 06 07:11:00 PM,26-028786,THEFT,19X,1200 23RD AV,Oakland,CA,19
PETTY THEFT,2026 Jul 06 09:00:00 PM,26-028967,THEFT,29X,4000 EDWARDS AV,Oakland,CA,21
PETTY THEFT,2026 Jul 06 10:00:00 PM,26-028846,THEFT,29X,3300 72ND AV,Oakland,CA,22
PETTY THEFT,2026 Jul 07 12:00:00 AM,26-029081,SC THEFT,31Y,100 HEGENBERGER LOOP,Oakland,CA,0
PETTY THEFT,2026 Jul 07 12:00:00 AM,26-029074,THEFT,25X,3800 39TH AV,Oakland,CA,0
PETTY THEFT,2026 Jul 07 12:00:00 AM,26-032689,THEFT,27Y,5500 HARVEY AV,Oakland,CA,0
PETTY THEFT,2026 Jul 07 04:00:00 AM,26-028904,THEFT,32X,1000 98TH AV,Oakland,CA,4
GRAND THEFT,2026 Jul 07 04:30:00 AM,26-908491,GRAND THEFT,"07X",800 ATHENS AV,Oakland,CA,4
PETTY THEFT,2026 Jul 07 07:00:00 AM,26-028874,THEFT,"01X",200 2ND ST,Oakland,CA,7
PETTY THEFT,2026 Jul 07 08:15:00 AM,26-029043,THEFT,"07X",1100 28TH ST,Oakland,CA,8
PETTY THEFT,2026 Jul 07 09:00:00 AM,26-028888,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,"08X",2900 BROADWAY,Oakland,CA,9
PETTY THEFT,2026 Jul 07 09:30:00 AM,26-028980,THEFT,29X,6600 SIMSON ST,Oakland,CA,9
PETTY THEFT,2026 Jul 07 12:00:00 PM,26-029034,THEFT,35X,9400 LAWLOR ST,Oakland,CA,12
GRAND THEFT,2026 Jul 07 03:17:00 PM,26-032013,GRAND THEFT,"07X",2700 PERALTA ST,Oakland,CA,15
GRAND THEFT,2026 Jul 07 04:01:00 PM,26-908490,GRAND THEFT,35Y,"00 DONNA WY",Oakland,CA,16
PETTY THEFT,2026 Jul 07 10:30:00 PM,26-028995,THEFT,"09X",100 MOSS AV,Oakland,CA,22
PETTY THEFT,2026 Jul 08 12:00:00 AM,26-029323,THEFT,34X,9400 WALNUT ST,Oakland,CA,0
PETTY THEFT,2026 Jul 08 01:00:00 AM,26-029211,THEFT,29X,4000 BURCKHALTER AV,Oakland,CA,1
PETTY THEFT,2026 Jul 08 02:30:00 AM,26-029024,THEFT,31Z,800 MOORPARK AV,Oakland,CA,2
PETTY THEFT,2026 Jul 08 05:00:00 AM,26-029021,THEFT,21Y,2700 NICOL AV,Oakland,CA,5
PETTY THEFT,2026 Jul 08 03:00:00 PM,26-029096,THEFT,17Y,2800 VALLECITO PL,Oakland,CA,15
ROBBERY,2026 Jul 08 06:00:00 PM,26-029209,ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON,32X,1400 TUCKER ST,Oakland,CA,18
PETTY THEFT,2026 Jul 08 08:59:00 PM,26-029223,THEFT,26Y,1100 72ND AV,Oakland,CA,20
ROBBERY,2026 Jul 08 10:00:00 PM,26-029230,ROBBERY/INHABITED DWELLING - KNIFE OR CUTTING INSTRUMENT,23X,3600 INTERNATIONAL BLVD,Oakland,CA,22
GRAND THEFT,2026 Jul 08 11:45:00 PM,26-907814,GRAND THEFT,"07X",1500 32ND ST,Oakland,CA,23
PETTY THEFT,2026 Jul 09 12:00:00 AM,26-029615,THEFT,16Y,1200 HOLMAN RD,Oakland,CA,0
PETTY THEFT,2026 Jul 09 04:40:00 AM,26-029856,THEFT,18Y,1700 E 22ND ST,Oakland,CA,4
ROBBERY,2026 Jul 09 07:50:00 AM,26-029259,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","02Y",900 MANDELA PKWY,Oakland,CA,7
GRAND THEFT,2026 Jul 09 09:00:00 AM,26-908492,GRAND THEFT,12X,300 45TH ST,Oakland,CA,9
ROBBERY,2026 Jul 09 09:15:00 AM,26-029272,CARJACKING WITH OTHER DANGEROUS WEAPON,23X,4100 FOOTHILL BLVD,Oakland,CA,9
GRAND THEFT,2026 Jul 09 09:19:00 AM,26-908489,GRAND THEFT,13X,5400 BELGRAVE PL,Oakland,CA,9
PETTY THEFT,2026 Jul 09 01:30:00 PM,26-029289,THEFT,35Y,9700 MOUNTAIN BLVD,Oakland,CA,13
GRAND THEFT,2026 Jul 09 02:45:00 PM,26-029300,GRAND THEFT,77X,8000 Edgewater Dr,Oakland,CA,14
PETTY THEFT,2026 Jul 09 03:34:00 PM,26-029305,THEFT,"03Y",400 8TH ST,Oakland,CA,15
PETTY THEFT,2026 Jul 09 05:00:00 PM,26-029715,THEFT,20X,30TH AV & INTERNATIONAL BLVD,Oakland,CA,17
PETTY THEFT,2026 Jul 09 07:00:00 PM,26-029418,PETTY THEFT:$50-,"04X",400 21ST ST,Oakland,CA,19
PETTY THEFT,2026 Jul 09 07:00:00 PM,26-029348,THEFT PERSONAL PROPERTY/PETTY THEFT,33X,900 84TH AV,Oakland,CA,19
PETTY THEFT,2026 Jul 09 07:00:00 PM,26-029348,PETTY THEFT:$50-,33X,900 84TH AV,Oakland,CA,19
PETTY THEFT,2026 Jul 09 09:15:00 PM,26-029864,THEFT,"08X",3000 BROADWAY,Oakland,CA,21
GRAND THEFT,2026 Jul 09 10:35:00 PM,26-908433,GRAND THEFT,32X,98TH AV & B ST,Oakland,CA,22
GRAND THEFT,2026 Jul 09 10:50:00 PM,26-029383,GRAND THEFT,12X,400 49TH ST,Oakland,CA,22
PETTY THEFT,2026 Jul 10 03:30:00 AM,26-029437,THEFT,24Y,2600 EASTMAN AV,Oakland,CA,3
PETTY THEFT,2026 Jul 10 04:00:00 AM,26-029721,THEFT,27X,4500 MELROSE AV,Oakland,CA,4
PETTY THEFT,2026 Jul 10 04:07:00 AM,26-029486,THEFT,22Y,3500 MONTEREY BLVD,Oakland,CA,4
PETTY THEFT,2026 Jul 10 05:50:00 AM,26-029412,THEFT,24X,2200 RANSOM AV,Oakland,CA,5
PETTY THEFT,2026 Jul 10 06:00:00 AM,26-029513,THEFT,27X,4800 GORDON ST,Oakland,CA,6
PETTY THEFT,2026 Jul 10 07:08:00 AM,26-029401,THEFT,"03Y",400 7TH ST,Oakland,CA,7
PETTY THEFT,2026 Jul 10 08:00:00 AM,26-029425,THEFT,24X,3400 HARPER ST,Oakland,CA,8
PETTY THEFT,2026 Jul 10 08:30:00 AM,26-029493,THEFT,"09X",3600 BROADWAY,Oakland,CA,8
PETTY THEFT,2026 Jul 10 11:00:00 AM,26-029434,THEFT,17X,1600 8TH AV,Oakland,CA,11
PETTY THEFT,2026 Jul 10 01:00:00 PM,26-029438,THEFT,35Y,3900 OAK HILL RD,Oakland,CA,13
PETTY THEFT,2026 Jul 10 01:53:00 PM,26-029441,THEFT,23X,4000 ALAMEDA AV,Oakland,CA,13
ROBBERY,2026 Jul 10 02:34:00 PM,26-029449,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",20X,2400 INTERNATIONAL BLVD,Oakland,CA,14
PETTY THEFT,2026 Jul 10 03:00:00 PM,26-029470,THEFT,"05X",800 15TH ST,Oakland,CA,15
ROBBERY,2026 Jul 10 04:05:00 PM,26-029460,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",33X,9300 INTERNATIONAL BLVD,Oakland,CA,16
GRAND THEFT,2026 Jul 10 05:00:00 PM,26-029471,GRAND THEFT,19X,800 7TH AV,Oakland,CA,17
ROBBERY,2026 Jul 10 07:30:00 PM,26-029947,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,20X,1600 FRUITVALE AV,Oakland,CA,19
ROBBERY,2026 Jul 10 07:30:00 PM,26-029947,ROBBERY-KNIFE OR CUTTING INSTRUMENT,20X,1600 FRUITVALE AV,Oakland,CA,19
ROBBERY,2026 Jul 10 07:52:00 PM,26-029499,CARJACKING WITH OTHER DANGEROUS WEAPON,28X,,Oakland,CA,19
ROBBERY,2026 Jul 10 07:52:00 PM,26-029499,INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT,28X,,Oakland,CA,19
ROBBERY,2026 Jul 10 07:52:00 PM,26-029499,KIDNAPPING,28X,,Oakland,CA,19
ROBBERY,2026 Jul 10 08:00:00 PM,26-029500,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",19X,2200 E 12TH ST,Oakland,CA,20
PETTY THEFT,2026 Jul 10 10:00:00 PM,26-029552,THEFT,11X,5600 TELEGRAPH AV,Oakland,CA,22
PETTY THEFT,2026 Jul 10 10:00:00 PM,26-029605,THEFT,33X,8700 B ST,Oakland,CA,22
GRAND THEFT,2026 Jul 11 03:15:00 AM,26-029547,GRAND THEFT,12Y,300 62ND ST,Oakland,CA,3
ROBBERY,2026 Jul 11 05:38:00 AM,26-029553,CARJACKING WITH OTHER DANGEROUS WEAPON,16Y,1000 EVERETT AV,Oakland,CA,5
ROBBERY,2026 Jul 11 11:30:00 AM,26-029598,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","04X",1500 LAKESIDE DR,Oakland,CA,11
PETTY THEFT,2026 Jul 11 12:00:00 PM,26-029794,THEFT,28X,2600 MONTICELLO AV,Oakland,CA,12
ROBBERY,2026 Jul 11 12:15:00 PM,26-032165,EXTORTION,23X,1600 FRUITVALE AV,Oakland,CA,12
ROBBERY,2026 Jul 11 12:58:00 PM,26-029614,"ROBBERY/ATM - STRONGARM (HANDS, FISTS, FEET)",10X,5900 SAN PABLO AV,Oakland,CA,12
PETTY THEFT,2026 Jul 11 02:00:00 PM,26-029879,THEFT,28X,2800 BIRDSALL AV,Oakland,CA,14
GRAND THEFT,2026 Jul 11 06:00:00 PM,26-908232,GRAND THEFT,"03X",1200 FRANKLIN ST,Oakland,CA,18
GRAND THEFT,2026 Jul 11 06:30:00 PM,26-029807,GRAND THEFT,30X,6800 FLORA ST,Oakland,CA,18
PETTY THEFT,2026 Jul 11 06:50:00 PM,26-908442,THEFT,"03Y",1300 JEFFERSON ST,Oakland,CA,18
GRAND THEFT,2026 Jul 11 07:33:00 PM,26-029640,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,"01X",100 EMBARCADERO WEST,Oakland,CA,19
ROBBERY,2026 Jul 11 09:00:00 PM,26-029935,CARJACKING WITH OTHER DANGEROUS WEAPON,18X,1700 16TH AV,Oakland,CA,21
PETTY THEFT,2026 Jul 11 10:55:00 PM,26-031415,THEFT,24X,3500 FOOTHILL BLVD,Oakland,CA,22
ROBBERY,2026 Jul 11 11:00:00 PM,26-029520,ATTEMPTED ROBBERY-STRONG-ARM,"08X",3400 TELEGRAPH AV,Oakland,CA,23
ROBBERY,2026 Jul 12 01:30:00 AM,26-029908,ROBBERY-FIREARM,23X,37TH AV & E 8TH ST,Oakland,CA,1
ROBBERY,2026 Jul 12 02:00:00 AM,26-029748,VANDALISM:DEFACE PROPERTY,"02X",700 MANDELA PKWY,Oakland,CA,2
ROBBERY,2026 Jul 12 02:00:00 AM,26-029748,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","02X",700 MANDELA PKWY,Oakland,CA,2
ROBBERY,2026 Jul 12 02:00:00 AM,26-029748,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,"02X",700 MANDELA PKWY,Oakland,CA,2
ROBBERY,2026 Jul 12 03:00:00 AM,26-029679,EXHIBIT FIREARM,23X,900 35TH AV,Oakland,CA,3
ROBBERY,2026 Jul 12 03:00:00 AM,26-029679,ROBBERY-FIREARM,23X,900 35TH AV,Oakland,CA,3
ROBBERY,2026 Jul 12 03:00:00 AM,26-029679,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,23X,900 35TH AV,Oakland,CA,3
GRAND THEFT,2026 Jul 12 05:52:00 AM,26-029894,THREAT CRIME:INT:TERRORIZE,25Y,600 CANYON OAKS DR,Oakland,CA,5
GRAND THEFT,2026 Jul 12 05:52:00 AM,26-029894,BATTERY,25Y,600 CANYON OAKS DR,Oakland,CA,5
GRAND THEFT,2026 Jul 12 05:52:00 AM,26-029894,ATTEMPTED GRAND THEFT,25Y,600 CANYON OAKS DR,Oakland,CA,5
GRAND THEFT,2026 Jul 12 06:13:00 AM,26-029693,ATTEMPTED GRAND THEFT,"04X",1800 MARTIN LUTHER KING JR WY,Oakland,CA,6
GRAND THEFT,2026 Jul 12 08:00:00 AM,26-029796,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,10X,5500 ADELINE ST,Oakland,CA,8
PETTY THEFT,2026 Jul 12 01:19:00 PM,26-029800,THEFT,22Y,3400 MAPLE AV,Oakland,CA,13
PETTY THEFT,2026 Jul 12 02:00:00 PM,26-035363,THEFT,13Z,2300 ARROWHEAD DR,Oakland,CA,14
PETTY THEFT,2026 Jul 12 03:12:00 PM,26-029725,THEFT,77X,,Oakland,CA,15
PETTY THEFT,2026 Jul 12 04:00:00 PM,26-029867,THEFT,33X,900 81ST AV,Oakland,CA,16
PETTY THEFT,2026 Jul 12 05:30:00 PM,26-029844,THEFT,28X,3400 SIMMONS ST,Oakland,CA,17
PETTY THEFT,2026 Jul 12 07:23:00 PM,26-029761,THEFT,"09X",5100 BROADWAY,Oakland,CA,19
PETTY THEFT,2026 Jul 12 07:30:00 PM,26-029922,THEFT,17Y,2800 8TH AV,Oakland,CA,19
PETTY THEFT,2026 Jul 12 08:00:00 PM,26-029877,THEFT,24X,3900 BROOKDALE AV,Oakland,CA,20
PETTY THEFT,2026 Jul 12 08:12:00 PM,26-028755,THEFT,"03X",100 10TH ST,Oakland,CA,20
ROBBERY,2026 Jul 12 08:30:00 PM,26-029771,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","06X",1000 37TH ST,Oakland,CA,20
ROBBERY,2026 Jul 12 08:30:00 PM,26-029771,INFLICT CRPL INJ SP/COHAB,"06X",1000 37TH ST,Oakland,CA,20
PETTY THEFT,2026 Jul 12 08:40:00 PM,26-029784,THEFT,22X,3300 FRUITVALE AV,Oakland,CA,20
ROBBERY,2026 Jul 13 01:30:00 AM,26-029795,ROBBERY-FIREARM,19X,100 E 12TH ST,Oakland,CA,1
PETTY THEFT,2026 Jul 13 09:42:00 AM,26-030019,PETTY THEFT:$50-,24X,3600 FOOTHILL BLVD,Oakland,CA,9
ROBBERY,2026 Jul 13 10:00:00 AM,26-029845,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,"06X",900 W MACARTHUR BLVD,Oakland,CA,10
ROBBERY,2026 Jul 13 10:00:00 AM,26-029845,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","06X",900 W MACARTHUR BLVD,Oakland,CA,10
PETTY THEFT,2026 Jul 13 12:30:00 PM,26-029866,THEFT:PERSONAL PROPERTY,"06X",3100 MARTIN LUTHER KING JR WY,Oakland,CA,12
PETTY THEFT,2026 Jul 13 01:00:00 PM,26-029881,THEFT,19X,1200 EMBARCADERO,Oakland,CA,13
PETTY THEFT,2026 Jul 13 02:00:00 PM,26-030068,THEFT,34X,1700 AUSEON AV,Oakland,CA,14
ROBBERY,2026 Jul 13 03:45:00 PM,26-029891,ATTEMPTED ROBBERY-STRONG-ARM,"04X",1600 MARTIN LUTHER KING JR WY,Oakland,CA,15
ROBBERY,2026 Jul 13 08:50:00 PM,26-029919,ROBBERY-FIREARM,31Y,600 HEGENBERGER RD,Oakland,CA,20
PETTY THEFT,2026 Jul 13 10:48:00 PM,26-029934,THEFT,35X,2300 83RD AV,Oakland,CA,22
PETTY THEFT,2026 Jul 14 12:00:00 AM,26-030196,THEFT,"02X",1100 3RD ST,Oakland,CA,0
PETTY THEFT,2026 Jul 14 12:13:00 AM,26-029941,GRAND THEFT:MONEY/LABOR/PROPERTY  OVER $400,19X,1200 3RD AV,Oakland,CA,0
GRAND THEFT,2026 Jul 14 03:00:00 AM,26-030017,GRAND THEFT,10X,900 57TH ST,Oakland,CA,3
PETTY THEFT,2026 Jul 14 04:46:00 AM,26-032138,THEFT,22X,3900 LINCOLN AV,Oakland,CA,4
PETTY THEFT,2026 Jul 14 07:30:00 AM,26-029980,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,21Y,3200 FOOTHILL BLVD,Oakland,CA,7
PETTY THEFT,2026 Jul 14 07:30:00 AM,26-029980,THEFT,21Y,3200 FOOTHILL BLVD,Oakland,CA,7
PETTY THEFT,2026 Jul 14 10:17:00 AM,26-030147,PETTY THEFT:$50-,10Y,5100 MARTIN LUTHER KING JR WY,Oakland,CA,10
PETTY THEFT,2026 Jul 14 10:30:00 AM,26-030224,THEFT,27Y,2100 65TH AV,Oakland,CA,10
PETTY THEFT,2026 Jul 14 11:30:00 AM,26-030138,THEFT,35Y,"00 EDGEMONT WY",Oakland,CA,11
PETTY THEFT,2026 Jul 14 01:00:00 PM,26-030209,SHOPLIFT,17Y,1300 E 28TH ST,Oakland,CA,13
PETTY THEFT,2026 Jul 14 01:00:00 PM,26-030022,THEFT,"03Y",400 7TH ST,Oakland,CA,13
GRAND THEFT,2026 Jul 14 01:15:00 PM,26-030055,GRAND THEFT,19X,400 23RD AV,Oakland,CA,13
ROBBERY,2026 Jul 14 06:00:00 PM,26-030064,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",26Y,1300 80TH AV,Oakland,CA,18
ROBBERY,2026 Jul 14 06:00:00 PM,26-030064,BATTERY W/SERIOUS BODILY INJURY,26Y,1300 80TH AV,Oakland,CA,18
